0;10;-1;-1;0;438914;45634;92;45634
0;15;-1;-1;0;199024;45634;1;1
0;12;-1;-1;0;118710;45634;2;1
0;1;-1;-1;0;436684;8823;8823;8823
0;14;-1;-1;0;364295;45634;1;1
0;20;-1;-1;0;290722;53438;1;1
0;26;-1;-1;0;163041;5786;2;1
0;26;-1;-1;0;325365;5786;1;1
0;27;-1;-1;0;434521;5786;1;2
0;12;-1;-1;0;3598;45634;1;1
0;26;-1;-1;0;162959;5786;2;1
0;15;-1;-1;0;299028;45634;3592;3592
0;27;-1;-1;0;437439;5786;1;2
0;26;-1;-1;0;162956;5786;2;1
0;15;-1;-1;0;244658;45634;1;1
0;27;-1;-1;0;63279;5786;1;2
0;26;-1;-1;0;164347;5786;1;1
0;11;-1;-1;0;299028;45634;3592;3592
0;11;-1;-1;0;291693;45634;1;1
0;15;-1;-1;0;291693;45634;1;1
0;27;-1;-1;0;436982;5786;50;72
0;27;-1;-1;0;436685;5786;3505;5786
0;11;-1;-1;0;244658;45634;1;1
0;11;-1;-1;0;199024;45634;1;1
0;26;-1;-1;0;162957;5786;2;1
