0;0;-1;20950;0;-1;1049639;2;45634
0;0;-1;54904;0;-1;1049639;2;8823
0;0;-1;287096;0;-1;1049639;2;154206
0;0;-1;166199;0;-1;1049639;2;23144
0;0;-1;81367;0;-1;1049639;3;45636
0;0;-1;52258;0;-1;1049639;2;8823
0;0;-1;187364;0;-1;1049639;2;23144
0;0;-1;75703;0;-1;1049639;3;45636
0;0;-1;221137;0;-1;1049639;2;154206
0;0;-1;51014;0;-1;1049639;2;8823
0;0;-1;8995;0;-1;1049639;2;45634
0;0;-1;252151;0;-1;1049639;2;154206
0;0;-1;212117;0;-1;1049639;2;154206
0;0;-1;178961;0;-1;1049639;2;23144
0;0;-1;89717;0;-1;1049639;3;45636
0;0;-1;263456;0;-1;1049639;2;154206
0;0;-1;195013;0;-1;1049639;2;154206
0;0;-1;107337;0;-1;1049639;3;45636
0;0;-1;269704;0;-1;1049639;2;154206
0;0;-1;28923;0;-1;1049639;2;45634
0;0;-1;105632;0;-1;1049639;3;45636
0;0;-1;191633;0;-1;1049639;2;154206
0;0;-1;84040;0;-1;1049639;3;45636
0;0;-1;43653;0;-1;1049639;2;45634
0;0;-1;273350;0;-1;1049639;2;154206
