-1;8;341165;-1;0;63093;1;1;1
-1;9;426287;-1;0;180512;1;1;1
-1;22;440177;-1;0;7;1;2411;1
-1;17;298506;-1;0;292322;1;1;1
-1;27;2405;-1;0;295468;1;1;1
-1;16;298870;-1;0;247093;8;1;1
-1;28;325945;-1;0;59161;1;1;1
-1;20;110945;-1;0;413630;6;1;1
-1;10;90;-1;0;199081;455;1;1
-1;20;109687;-1;0;165575;13;1;1
-1;23;437096;-1;0;433631;1;1;1
-1;6;336589;-1;0;299117;1;3121;1
-1;2;364474;-1;0;438841;1;45634;1
-1;20;112980;-1;0;114921;1;13;1
-1;28;326665;-1;0;435113;1;1;1
-1;16;292474;-1;0;292542;1238;1;1
-1;1;55253;-1;0;94719;1;1;1
-1;15;147020;-1;0;116020;1;1;1
-1;10;70;-1;0;292118;287;5783;14
-1;23;436927;-1;0;322881;59;1;1
-1;13;317147;-1;0;436684;1;8823;1
-1;19;359573;-1;0;437750;1;9235;1
-1;28;358497;-1;0;435400;1;1;1
-1;16;298560;-1;0;300269;62;1;1
-1;13;300339;-1;0;436684;1;8823;1
