1001552;0;0;5
1010239;0;0;5
1012019;0;0;5
1019924;0;0;5
1031628;0;0;5
1050077;0;0;22
1050194;0;0;22
1057973;0;0;13
1062743;0;0;29
10685;0;0;5
1068542;0;0;25
106996;0;0;5
1078328;0;0;72
1102590;0;0;30
1103278;0;0;18
1103310;0;0;32
1104171;0;0;19
1105203;0;0;17
1107627;0;0;19
1109455;0;0;22
1110342;0;0;26
1114941;0;0;25
1117781;0;0;19
11222;0;0;5
1131465;0;0;26
1132667;0;0;18
1133;0;0;5
1140441;0;0;22
1149225;0;0;23
1152337;0;0;22
1152740;0;0;21
1153293;0;0;28
1162306;0;0;22
1165865;0;0;25
1165942;0;0;27
1167764;0;0;20
1171889;0;0;20
1173034;0;0;20
118;0;0;5
1182192;0;0;24
118565;0;0;5
1189065;0;0;25
1190124;0;0;20
1190332;0;0;24
1191207;0;0;22
1192545;0;0;20
1204702;0;0;26
1206625;0;0;24
1209384;0;0;24
1213057;0;0;26
1219343;0;0;21
1220776;0;0;25
1225151;0;0;20
1225194;0;0;20
1227416;0;0;28
1240977;0;0;24
1256361;0;0;28
1265542;0;0;22
1267594;0;0;17
1270644;0;0;20
1284205;0;0;21
1286719;0;0;25
1294119;0;0;23
1301268;0;0;23
1301296;0;0;23
1314523;0;0;24
1321821;0;0;22
132223;0;0;5
1322960;0;0;22
1323929;0;0;22
1327421;0;0;17
1333349;0;0;26
1340046;0;0;24
1340138;0;0;19
1361308;0;0;16
1362358;0;0;18
1370051;0;0;20
1370949;0;0;28
1400020;0;0;28
1426405;0;0;23
1426473;0;0;27
1433351;0;0;27
1437037;0;0;22
1444776;0;0;27
1445235;0;0;25
1457568;0;0;24
1458925;0;0;29
1467993;0;0;24
1468469;0;0;18
1471874;0;0;24
1479844;0;0;20
1485232;0;0;24
1517656;0;0;27
1521712;0;0;24
1524655;0;0;24
1530871;0;0;22
1533088;0;0;22
1547241;0;0;22
1552762;0;0;26
1560250;0;0;22
1561917;0;0;24
156486;0;0;5
1571871;0;0;15
157255;0;0;5
1579050;0;0;29
1583491;0;0;32
1585163;0;0;22
1592627;0;0;34
1598943;0;0;21
1610181;0;0;17
161228;0;0;5
1625985;0;0;23
1627776;0;0;17
1628450;0;0;20
1632049;0;0;22
1637157;0;0;21
1639134;0;0;28
1642440;0;0;21
164259;0;0;5
1648422;0;0;18
1652452;0;0;22
1653968;0;0;30
165744;0;0;5
1662501;0;0;18
1664256;0;0;26
1667224;0;0;18
1667844;0;0;15
167253;0;0;5
1674166;0;0;21
1685227;0;0;17
1687989;0;0;26
1691761;0;0;19
1707718;0;0;20
1716639;0;0;18
172043;0;0;5
1720694;0;0;26
1721350;0;0;28
1726495;0;0;22
1728966;0;0;21
1733419;0;0;24
1737198;0;0;22
173757;0;0;5
1742225;0;0;32
1743548;0;0;25
1751539;0;0;24
1761164;0;0;24
1762007;0;0;25
1763658;0;0;28
1789430;0;0;26
1791271;0;0;24
1798701;0;0;29
1799625;0;0;21
1807929;0;0;22
1811817;0;0;20
1817265;0;0;22
1817383;0;0;26
183576;0;0;5
1837739;0;0;22
184197;0;0;5
1853287;0;0;25
1855972;0;0;24
1870704;0;0;24
1873124;0;0;18
1877859;0;0;20
1878526;0;0;23
1882163;0;0;24
188501;0;0;5
1885685;0;0;24
1892915;0;0;24
1893348;0;0;22
189349;0;0;5
1897392;0;0;20
1897730;0;0;20
1909704;0;0;18
1911197;0;0;27
1912502;0;0;23
1920304;0;0;23
1922013;0;0;24
1926711;0;0;26
1932157;0;0;16
1937703;0;0;20
1941063;0;0;28
1946086;0;0;25
195047;0;0;5
1953412;0;0;19
1970485;0;0;24
1971856;0;0;22
1972988;0;0;28
1973007;0;0;23
1975664;0;0;32
1982769;0;0;23
1983107;0;0;23
1986124;0;0;16
19894;0;0;5
1994966;0;0;25
2002181;0;0;30
2005413;0;0;16
2006402;0;0;25
2007065;0;0;21
2017647;0;0;25
2026899;0;0;18
2033614;0;0;23
2046576;0;0;17
2054644;0;0;22
2055243;0;0;24
20627;0;0;5
2071367;0;0;22
2082497;0;0;20
2083830;0;0;24
2091;0;0;5
2096770;0;0;21
210072;0;0;5
2104786;0;0;19
2114082;0;0;21
2116794;0;0;25
2124261;0;0;21
2126047;0;0;23
2126416;0;0;23
2127830;0;0;27
2148795;0;0;25
2153846;0;0;27
2164530;0;0;30
2166151;0;0;25
2167068;0;0;19
2172706;0;0;17
2182196;0;0;25
218408;0;0;5
2192026;0;0;21
2199924;0;0;21
2203225;0;0;23
2209085;0;0;21
2210312;0;0;25
2215334;0;0;20
2215447;0;0;20
2215707;0;0;18
2222856;0;0;21
2225675;0;0;21
2240475;0;0;19
2254231;0;0;21
2262815;0;0;21
2267356;0;0;19
2280616;0;0;21
2289570;0;0;25
2303655;0;0;21
2319858;0;0;21
2329594;0;0;24
2331798;0;0;24
