0;31065;0;397
0;22088;0;1
0;15452;0;20
0;20678;0;43
0;20486;0;3
0;13392;0;1
0;4135;0;1
0;10766;0;7
0;29512;0;69
0;6964;0;63
0;18336;0;54
0;13321;0;1
0;5920;0;1
0;18579;0;2
0;29615;0;1
0;16091;0;70
0;4086;0;640
0;35824;0;2
0;12168;0;7
0;22002;0;1076
0;197;0;72
0;10452;0;23
0;7590;0;1
0;14254;0;18
0;26786;0;1
0;35754;0;1
0;10462;0;1
0;20317;0;155
0;39509;0;306
0;9783;0;38
0;30336;0;2
0;32285;0;1
0;31871;0;87
0;6115;0;8366
0;14675;0;14
0;14068;0;1
0;20890;0;29
0;20193;0;25
0;26217;0;226
0;10730;0;2
0;27156;0;41
0;4880;0;32
0;25434;0;5
0;34460;0;3233
0;24843;0;1
0;16760;0;14
0;10878;0;2
0;28928;0;3
0;12911;0;1
0;23045;0;1
0;12641;0;2
0;14491;0;9
0;34881;0;6
0;20230;0;1
0;28745;0;28
0;21994;0;809
0;17695;0;3
0;918;0;646
0;4022;0;1
0;18916;0;302
0;10701;0;102
0;35741;0;32
0;12912;0;51
0;4283;0;1
0;2183;0;19
0;27586;0;45
0;19734;0;1
0;24457;0;1
0;9491;0;2
0;6278;0;7
0;36570;0;6
0;36646;0;4
0;11157;0;27
0;23715;0;141
0;31433;0;1
0;37383;0;1
0;802;0;168
0;4023;0;3
0;28022;0;21
0;15096;0;236
0;28451;0;1142
0;991;0;88
0;29586;0;2
0;23659;0;81
0;22604;0;99
0;18658;0;192
0;5980;0;65
0;2011;0;2
0;20960;0;1
0;10002;0;89
0;20926;0;61182
0;33044;0;3
0;6070;0;1
0;33837;0;14962
0;38710;0;1
0;9637;0;1
0;23135;0;1
0;18771;0;1
0;35477;0;99
0;32625;0;2
0;25048;0;1
0;33758;0;109
0;29598;0;1
0;37588;0;1
0;17800;0;5
0;22743;0;1
0;35299;0;14
0;19985;0;1
0;28149;0;28
0;23648;0;1
0;35080;0;1
0;16927;0;1
0;26022;0;1
0;24993;0;1
0;914;0;2
0;10338;0;2
0;5363;0;135
0;6893;0;26
0;12348;0;55
0;26322;0;100
0;18278;0;10
0;33273;0;2227
0;21077;0;4
0;25732;0;2
0;27437;0;27
0;20114;0;1
0;36752;0;17
0;10899;0;21
0;38884;0;4
0;33940;0;6
0;3851;0;1668
0;24259;0;88
0;28025;0;18
0;34833;0;131
0;23558;0;28
0;7536;0;3
0;19287;0;1
0;19184;0;253
0;27520;0;5
0;7763;0;1
0;4544;0;3
0;24311;0;3
0;26073;0;1496
0;31949;0;28
0;11015;0;1
0;26986;0;1
0;2614;0;1
0;16377;0;1
0;35263;0;11
0;14961;0;1
0;4410;0;311
0;15252;0;45
0;9945;0;1
0;25486;0;2
0;1311;0;414
0;37382;0;104149
0;7311;0;89
0;39446;0;3131
0;9992;0;623
0;6522;0;95
0;33713;0;2
0;15227;0;18
0;32164;0;1
0;23449;0;3
0;11771;0;3
0;16050;0;1
0;30984;0;12
0;32441;0;1
0;36617;0;37
0;20215;0;2
0;1915;0;1
0;2872;0;1
0;4853;0;1
0;27987;0;164
0;34821;0;2
0;17252;0;1
0;15301;0;1
0;38818;0;37
0;35012;0;101
0;12275;0;5
0;15491;0;1
0;39422;0;1
0;27526;0;265
0;25435;0;6
0;26619;0;1
0;30221;0;4
0;24528;0;150
0;35314;0;1
0;29994;0;111
0;34520;0;1
0;3547;0;1
0;24035;0;54
0;11458;0;7
0;35711;0;1
0;9195;0;73
0;23228;0;1
0;13472;0;236
0;507;0;6746
0;17380;0;2
0;11800;0;1
0;20721;0;1
0;19294;0;1
0;16056;0;1
0;26958;0;61
0;7608;0;1
0;11204;0;38668
0;4537;0;1
0;24292;0;1
0;11733;0;1
0;1260;0;1
0;36566;0;240
0;27223;0;1
0;2393;0;1
0;24420;0;738
0;12986;0;350
0;30396;0;2672
0;14968;0;73
0;37513;0;12765
0;26037;0;38
0;6673;0;23
0;33744;0;1
0;29583;0;2
0;32091;0;61
0;6913;0;3
0;27005;0;1
0;1614;0;703
