88193;11;-1;62619;15;-1;1;11;1
63407;15;-1;105034;11;-1;7;1;1
91221;11;-1;61869;15;-1;1;14;1
104513;11;-1;63343;15;-1;1;5;1
60846;15;-1;82953;11;-1;6;1;1
73677;11;-1;59766;15;-1;1;11;1
58743;20;-1;61351;20;-1;19;22;1
68333;11;-1;59122;15;-1;1;8;1
76073;11;-1;60053;15;-1;1;6;1
76567;11;-1;60101;15;-1;1;11;1
66750;11;-1;58713;15;-1;1;18;1
74716;11;-1;59887;15;-1;1;11;1
80204;11;-1;60519;15;-1;1;10;1
91389;11;-1;61893;15;-1;1;11;1
79016;11;-1;61011;15;-1;1;4;1
104874;11;-1;58943;15;-1;1;22;1
85187;11;-1;61114;15;-1;1;12;1
76431;11;-1;60087;15;-1;1;26;1
98029;11;-1;58404;15;-1;1;12;1
106657;11;-1;63647;15;-1;1;14;1
95493;11;-1;62247;15;-1;1;66;1
58547;20;-1;61146;20;-1;9;50;3
69548;11;-1;59258;15;-1;1;4;1
95158;11;-1;62230;15;-1;1;10;1
96548;11;-1;62355;15;-1;1;9;1
