0;21;-1;114368;0;-1;290291;2;9235
0;21;-1;44146;0;-1;290291;2;45634
0;21;-1;111659;0;-1;290291;2;9235
0;21;-1;57388;0;-1;290291;2;8823
0;21;-1;32942;0;-1;290291;2;45634
0;21;-1;19177;0;-1;290291;2;45634
0;21;-1;32270;0;-1;290291;2;45634
0;21;-1;51441;0;-1;290291;2;8823
0;21;-1;37189;0;-1;290291;2;45634
0;21;-1;116815;0;-1;290291;2;9235
0;11;-1;58394;0;-1;45634;32;16
0;21;-1;53517;0;-1;290291;2;8823
0;21;-1;26204;0;-1;290291;2;45634
0;21;-1;40704;0;-1;290291;2;45634
0;21;-1;111635;0;-1;290291;2;9235
0;21;-1;37280;0;-1;290291;2;45634
0;21;-1;43012;0;-1;290291;2;45634
0;21;-1;399;0;-1;290291;5;3505
0;11;-1;59771;0;-1;45634;33;12
0;21;-1;11682;0;-1;290291;2;45634
0;21;-1;114178;0;-1;290291;2;9235
0;21;-1;110003;0;-1;290291;2;9235
0;21;-1;14787;0;-1;290291;2;45634
0;21;-1;41516;0;-1;290291;2;45634
0;21;-1;55472;0;-1;290291;2;8823
