314645;12;-1;-1;21;436688;1;45634;1
79234;14;-1;-1;21;438841;1;45634;1
311693;12;-1;-1;21;436688;1;45634;1
73953;14;-1;-1;21;438841;1;45634;1
135556;7;-1;-1;5;356187;2;51402;1
94638;11;-1;-1;21;436690;1;45634;1
312164;12;-1;-1;21;436688;1;45634;1
332461;12;-1;-1;21;436688;1;45634;1
311561;12;-1;-1;21;436688;1;45634;1
321164;12;-1;-1;21;436688;1;45634;1
135190;7;-1;-1;21;436686;2;102804;2
82579;14;-1;-1;21;438841;1;45634;1
77048;14;-1;-1;21;438841;1;45634;1
297070;12;-1;-1;21;436688;1;45634;1
130734;7;-1;-1;5;356187;2;51402;1
333909;12;-1;-1;21;436688;1;45634;1
291143;12;-1;-1;21;436688;1;45634;1
90548;14;-1;-1;21;438841;1;45634;1
335367;12;-1;-1;21;436688;1;45634;1
303889;12;-1;-1;21;436688;1;45634;1
162637;7;-1;-1;5;356187;2;51402;1
295259;12;-1;-1;21;436688;1;45634;1
322311;12;-1;-1;21;436688;1;45634;1
318619;12;-1;-1;21;436688;1;45634;1
310266;12;-1;-1;21;436688;1;45634;1
