60401;0;-1;79135;0;-1;34;3;1
101889;0;-1;63000;0;-1;3;27;1
65632;0;-1;58551;0;-1;3;38;1
161812;0;-1;144933;0;-1;6;6;2
80048;0;-1;60501;0;-1;3;31;1
77961;0;-1;60267;0;-1;3;56;1
131850;0;-1;143074;0;-1;6;6;2
133232;0;-1;156134;0;-1;6;6;2
62222;0;-1;95050;0;-1;21;3;1
161318;0;-1;141672;0;-1;6;6;2
65008;0;-1;58443;0;-1;3;28;1
66544;0;-1;58692;0;-1;3;37;1
92242;0;-1;62003;0;-1;3;35;1
140428;0;-1;124692;0;-1;6;6;2
96970;0;-1;62401;0;-1;3;60;1
77068;0;-1;60162;0;-1;3;27;1
87609;0;-1;61407;0;-1;3;33;1
1182;0;-1;584;0;-1;6;6;1
153744;0;-1;162039;0;-1;6;6;2
158826;0;-1;159467;0;-1;6;6;2
162440;0;-1;135463;0;-1;6;6;2
88374;0;-1;61500;0;-1;3;64;1
72431;0;-1;59623;0;-1;3;32;1
151868;0;-1;156468;0;-1;6;6;3
70230;0;-1;59335;0;-1;3;39;1
