-1;0;0;-1;0;438841;1049639;2;2
-1;0;0;-1;0;288416;1049639;6;6
-1;0;0;-1;0;437750;1049639;2;2
-1;0;0;-1;0;436686;1049639;2;2
-1;0;0;-1;0;289942;1049639;6;6
-1;0;0;-1;0;8523;1049639;3;3
-1;0;0;-1;0;254655;1049639;6;6
-1;0;0;-1;0;436689;1049639;2;2
-1;0;0;-1;0;436683;1049639;2;2
-1;0;0;-1;0;436684;1049639;2;2
-1;0;0;-1;0;45555;1049639;3;3
-1;0;0;-1;0;436690;1049639;6;6
-1;0;0;-1;0;436688;1049639;3;3
-1;0;0;-1;0;250551;1049639;6;6
-1;0;0;-1;0;44661;1049639;3;3
-1;0;0;-1;0;25416;1049639;3;3
-1;0;0;-1;0;26952;1049639;3;3
-1;0;0;-1;0;23220;1049639;3;3
-1;0;0;-1;0;66;1049639;6;6
-1;0;0;-1;0;68716;1049639;2;2
-1;0;0;-1;0;26212;1049639;3;3
-1;0;0;-1;0;8315;1049639;3;3
-1;0;0;-1;0;12382;1049639;3;3
-1;0;0;-1;0;43095;1049639;3;3
-1;0;0;-1;0;46997;1049639;3;3
