-1;7;0;-1;7;0;125948;125948;390472
-1;14;0;-1;21;0;45634;290291;45634
-1;6;0;-1;7;0;51394;125948;125860
-1;21;0;-1;5;0;290291;125948;125948
-1;2;0;-1;21;0;45634;290291;45634
-1;5;0;-1;21;0;125948;290291;125948
-1;10;0;-1;7;0;45634;125948;91268
-1;10;0;-1;21;0;45634;290291;45634
-1;16;0;-1;21;0;45634;290291;45634
-1;7;0;-1;15;0;125948;45634;273668
-1;11;0;-1;21;0;45634;290291;45634
-1;20;0;-1;7;0;53438;125948;320372
-1;16;0;-1;7;0;45634;125948;91268
-1;15;0;-1;7;0;45634;125948;273668
-1;7;0;-1;20;0;125948;53438;320372
-1;9;0;-1;21;0;23144;290291;23144
-1;6;0;-1;21;0;51394;290291;51394
-1;7;0;-1;6;0;125948;51394;125860
