317170;12;-1;-1;0;145587;1;2;1
306019;1;-1;-1;0;436684;1;8823;1
87054;11;-1;-1;0;267871;1;1;1
80662;11;-1;-1;0;66;1;1087;1
296432;1;-1;-1;0;352959;1;1;1
333401;12;-1;-1;0;46706;1;1;1
291195;12;-1;-1;0;4500;1;1;1
302009;12;-1;-1;0;130426;1;2;1
332494;12;-1;-1;0;160911;1;2;1
312689;12;-1;-1;0;141106;1;2;1
162233;10;-1;-1;0;438914;1;92;1
70689;11;-1;-1;0;251506;1;1;1
60791;15;-1;-1;0;18;6;4124;6
306088;12;-1;-1;0;19393;1;1;1
305628;12;-1;-1;0;134045;1;2;1
296228;12;-1;-1;0;124645;1;2;1
307278;12;-1;-1;0;135695;1;2;1
99515;11;-1;-1;0;18;1;4124;1
106164;11;-1;-1;0;241347;1;1;1
330043;12;-1;-1;0;158460;1;2;1
81508;11;-1;-1;0;292253;1;1972;1
76278;11;-1;-1;0;257095;1;1;1
104084;11;-1;-1;0;43;1;11268;1
82345;11;-1;-1;0;263162;1;1;1
98711;14;-1;-1;0;399165;1;1;1
